ons_id,constituency_name,country_name,MP Name,mp_firstname,mp_surname,mp_gender,result,winning_party,majority
E14000747,Heywood and Middleton,England,Chris Clarkson,Chris,Clarkson,Male,Con gain from Lab,Con,663
E14000748,High Peak,England,Robert Largan,Robert,Largan,Male,Con gain from Lab,Con,590
E14000749,Hitchin and Harpenden,England,Bim Afolami,Bim,Afolami,Male,Con hold,Con,6895
E14000750,Holborn and St Pancras,England,Keir Starmer,Keir,Starmer,Male,Lab hold,Lab,27763
E14000751,Hornchurch and Upminster,England,Julia Lopez,Julia,Lopez,Female,Con hold,Con,23308
E14000752,Hornsey and Wood Green,England,Catherine West,Catherine,West,Female,Lab hold,Lab,19242
E14000753,Horsham,England,Jeremy Quin,Jeremy,Quin,Male,Con hold,Con,21127
E14000754,Houghton and Sunderland South,England,Bridget Phillipson,Bridget,Phillipson,Female,Lab hold,Lab,3115
E14000755,Hove,England,Peter Kyle,Peter,Kyle,Male,Lab hold,Lab,17044
E14000756,Huddersfield,England,Barry Sheerman,Barry,Sheerman,Male,Lab hold,Lab,4937
E14000757,Huntingdon,England,Jonathan Djanogly,Jonathan,Djanogly,Male,Con hold,Con,19383
E14000758,Hyndburn,England,Sara Britcliffe,Sara,Britcliffe,Female,Con gain from Lab,Con,2951
E14000759,Ilford North,England,Wes Streeting,Wes,Streeting,Male,Lab hold,Lab,5218
E14000760,Ilford South,England,Sam Tarry,Sam,Tarry,Male,Lab hold,Lab,24101
S14000038,Inverclyde,Scotland,Ronnie Cowan,Ronnie,Cowan,Male,SNP hold,SNP,7512
S14000039,"Inverness, Nairn, Badenoch and Strathspey",Scotland,Drew Hendry,Drew,Hendry,Male,SNP hold,SNP,10440
E14000761,Ipswich,England,Tom Hunt,Tom,Hunt,Male,Con gain from Lab,Con,5479
E14000762,Isle of Wight,England,Bob Seely,Bob,Seely,Male,Con hold,Con,23737
E14000763,Islington North,England,Jeremy Corbyn,Jeremy,Corbyn,Male,Lab hold,Lab,26188
E14000764,Islington South and Finsbury,England,Emily Thornberry,Emily,Thornberry,Female,Lab hold,Lab,17328
W07000077,Islwyn,Wales,Chris Evans,Chris,Evans,Male,Lab hold,Lab,5464
E14000765,Jarrow,England,Kate Osborne,Kate,Osborne,Female,Lab hold,Lab,7120
E14000766,Keighley,England,Robbie Moore,Robbie,Moore,Male,Con gain from Lab,Con,2218
E14000767,Kenilworth and Southam,England,Jeremy Wright,Jeremy,Wright,Male,Con hold,Con,20353
E14000768,Kensington,England,Felicity Buchan,Felicity,Buchan,Female,Con gain from Lab,Con,150
E14000769,Kettering,England,Philip Hollobone,Philip,Hollobone,Male,Con hold,Con,16765
S14000040,Kilmarnock and Loudoun,Scotland,Alan Brown,Alan,Brown,Male,SNP hold,SNP,12659
E14000770,Kingston and Surbiton,England,Edward Davey,Edward,Davey,Male,LD hold,LD,10489
E14000771,Kingston upon Hull East,England,Karl Turner,Karl,Turner,Male,Lab hold,Lab,1239
E14000772,Kingston upon Hull North,England,Diana Johnson,Diana,Johnson,Female,Lab hold,Lab,7593
E14000773,Kingston upon Hull West and Hessle,England,Emma Hardy,Emma,Hardy,Female,Lab hold,Lab,2856
E14000774,Kingswood,England,Chris Skidmore,Chris,Skidmore,Male,Con hold,Con,11220
S14000041,Kirkcaldy and Cowdenbeath,Scotland,Neale Hanvey,Neale,Hanvey,Male,SNP gain from Lab,SNP,1243
E14000775,Knowsley,England,George Howarth,George,Howarth,Male,Lab hold,Lab,39942
N06000009,Lagan Valley,Northern Ireland,Jeffrey M. Donaldson,Jeffrey M.,Donaldson,Male,DUP hold,DUP,6499
S14000042,Lanark and Hamilton East,Scotland,Angela Crawley,Angela,Crawley,Female,SNP hold,SNP,5187
E14000776,Lancaster and Fleetwood,England,Cat Smith,Cat,Smith,Female,Lab hold,Lab,2380
E14000777,Leeds Central,England,Hilary Benn,Hilary,Benn,Male,Lab hold,Lab,19270
E14000778,Leeds East,England,Richard Burgon,Richard,Burgon,Male,Lab hold,Lab,5531
E14000779,Leeds North East,England,Fabian Hamilton,Fabian,Hamilton,Male,Lab hold,Lab,17089
E14000780,Leeds North West,England,Alex Sobel,Alex,Sobel,Male,Lab hold,Lab,10749
E14000781,Leeds West,England,Rachel Reeves,Rachel,Reeves,Female,Lab hold,Lab,10564
E14000782,Leicester East,England,Claudia Webbe,Claudia,Webbe,Female,Lab hold,Lab,6019
E14000783,Leicester South,England,Jonathan Ashworth,Jonathan,Ashworth,Male,Lab hold,Lab,22675
E14000784,Leicester West,England,Liz Kendall,Liz,Kendall,Female,Lab hold,Lab,4212
E14000785,Leigh,England,James Grundy,James,Grundy,Male,Con gain from Lab Coop,Con,1965
E14000786,Lewes,England,Maria Caulfield,Maria,Caulfield,Female,Con hold,Con,2457
E14000789,"Lewisham, Deptford",England,Vicky Foxcroft,Vicky,Foxcroft,Female,Lab hold,Lab,32913
E14000787,Lewisham East,England,Janet Daby,Janet,Daby,Female,Lab hold,Lab,17008
E14000788,Lewisham West and Penge,England,Ellie Reeves,Ellie,Reeves,Female,Lab hold,Lab,21543
E14000790,Leyton and Wanstead,England,John Cryer,John,Cryer,Male,Lab hold,Lab,20808
E14000791,Lichfield,England,Michael Fabricant,Michael,Fabricant,Male,Con hold,Con,23638
E14000792,Lincoln,England,Karl McCartney,Karl,McCartney,Male,Con gain from Lab,Con,3514
S14000043,Linlithgow and East Falkirk,Scotland,Martyn Day,Martyn,Day,Male,SNP hold,SNP,11266
E14000793,"Liverpool, Riverside",England,Kim Johnson,Kim,Johnson,Female,Lab hold,Lab,37043
E14000794,"Liverpool, Walton",England,Dan Carden,Dan,Carden,Male,Lab hold,Lab,30520
E14000795,"Liverpool, Wavertree",England,Paula Barker,Paula,Barker,Female,Lab hold,Lab,27085
E14000796,"Liverpool, West Derby",England,Ian Byrne,Ian,Byrne,Male,Lab hold,Lab,29984
S14000044,Livingston,Scotland,Hannah Bardell,Hannah,Bardell,Female,SNP hold,SNP,13435
W07000045,Llanelli,Wales,Nia Griffith,Nia,Griffith,Female,Lab hold,Lab,4670
E14000797,Loughborough,England,Jane Hunt,Jane,Hunt,Female,Con hold,Con,7169
E14000798,Louth and Horncastle,England,Victoria Atkins,Victoria,Atkins,Female,Con hold,Con,28868
E14000799,Ludlow,England,Philip Dunne,Philip,Dunne,Male,Con hold,Con,23648
E14000800,Luton North,England,Sarah Owen,Sarah,Owen,Female,Lab hold,Lab,9247
E14000801,Luton South,England,Rachel Hopkins,Rachel,Hopkins,Female,Lab hold,Lab,8756
E14000802,Macclesfield,England,David Rutley,David,Rutley,Male,Con hold,Con,10711
E14000803,Maidenhead,England,Theresa May,Theresa,May,Female,Con hold,Con,18846
E14000804,Maidstone and The Weald,England,Helen Grant,Helen,Grant,Female,Con hold,Con,21772
E14000805,Makerfield,England,Yvonne Fovargue,Yvonne,Fovargue,Female,Lab hold,Lab,4740
E14000806,Maldon,England,John Whittingdale,John,Whittingdale,Male,Con hold,Con,30041
E14000807,Manchester Central,England,Lucy Powell,Lucy,Powell,Female,Lab hold,Lab,29089
E14000808,"Manchester, Gorton",England,Afzal Khan,Afzal,Khan,Male,Lab hold,Lab,30339
E14000809,"Manchester, Withington",England,Jeff Smith,Jeff,Smith,Male,Lab hold,Lab,27905
E14000810,Mansfield,England,Ben Bradley,Ben,Bradley,Male,Con hold,Con,16306
E14000811,Meon Valley,England,Flick Drummond,Flick,Drummond,Female,Con hold,Con,23555
E14000812,Meriden,England,Saqib Bhatti,Saqib,Bhatti,Male,Con hold,Con,22836
W07000071,Merthyr Tydfil and Rhymney,Wales,Gerald Jones,Gerald,Jones,Male,Lab hold,Lab,10606
E14000813,Mid Bedfordshire,England,Nadine Dorries,Nadine,Dorries,Female,Con hold,Con,24664
E14000814,Mid Derbyshire,England,Pauline Latham,Pauline,Latham,Female,Con hold,Con,15385
E14000819,Middlesbrough,England,Andy McDonald,Andy,McDonald,Male,Lab hold,Lab,8395
E14000820,Middlesbrough South and East Cleveland,England,Simon Clarke,Simon,Clarke,Male,Con hold,Con,11626
E14000815,Mid Dorset and North Poole,England,Michael Tomlinson,Michael,Tomlinson,Male,Con hold,Con,14898
S14000045,Midlothian,Scotland,Owen Thompson,Owen,Thompson,Male,SNP gain from Lab,SNP,5705
E14000816,Mid Norfolk,England,George Freeman,George,Freeman,Male,Con hold,Con,22594
E14000817,Mid Sussex,England,Mims Davies,Mims,Davies,Female,Con hold,Con,18197
N06000010,Mid Ulster,Northern Ireland,Francie Molloy,Francie,Molloy,Male,SF hold,SF,9537
E14000818,Mid Worcestershire,England,Nigel Huddleston,Nigel,Huddleston,Male,Con hold,Con,28018
E14000821,Milton Keynes North,England,Ben Everitt,Ben,Everitt,Male,Con hold,Con,6255
E14000822,Milton Keynes South,England,Iain Stewart,Iain,Stewart,Male,Con hold,Con,6944
E14000823,Mitcham and Morden,England,Siobhain McDonagh,Siobhain,McDonagh,Female,Lab hold,Lab,16482
E14000824,Mole Valley,England,Paul Beresford,Paul,Beresford,Male,Con hold,Con,12041
W07000054,Monmouth,Wales,David T. C. Davies,David T. C.,Davies,Male,Con hold,Con,9982
W07000063,Montgomeryshire,Wales,Craig Williams,Craig,Williams,Male,Con hold,Con,12138
S14000046,Moray,Scotland,Douglas Ross,Douglas,Ross,Male,Con hold,Con,513
E14000825,Morecambe and Lunesdale,England,David Morris,David,Morris,Male,Con hold,Con,6354
E14000826,Morley and Outwood,England,Andrea Jenkyns,Andrea,Jenkyns,Female,Con hold,Con,11267
S14000047,Motherwell and Wishaw,Scotland,Marion Fellows,Marion,Fellows,Female,SNP hold,SNP,6268
S14000027,Na h-Eileanan an Iar,Scotland,Angus Brendan MacNeil,Angus Brendan,MacNeil,Male,SNP hold,SNP,2438
W07000069,Neath,Wales,Christina Rees,Christina,Rees,Female,Lab hold,Lab,5637
E14000829,Newark,England,Robert Jenrick,Robert,Jenrick,Male,Con hold,Con,21816
E14000830,Newbury,England,Laura Farris,Laura,Farris,Female,Con hold,Con,16047
E14000834,Newcastle-under-Lyme,England,Aaron Bell,Aaron,Bell,Male,Con gain from Lab,Con,7446
E14000831,Newcastle Upon Tyne Central,England,Chi Onwurah,Chi,Onwurah,Female,Lab hold,Lab,12278
E14000832,Newcastle Upon Tyne East,England,Nicholas Brown,Nicholas,Brown,Male,Lab hold,Lab,15463
E14000833,Newcastle Upon Tyne North,England,Catherine McKinnell,Catherine,McKinnell,Female,Lab hold,Lab,5765
E14000827,New Forest East,England,Julian Lewis,Julian,Lewis,Male,Con hold,Con,25251
E14000828,New Forest West,England,Desmond Swayne,Desmond,Swayne,Male,Con hold,Con,24403
W07000055,Newport East,Wales,Jessica Morden,Jessica,Morden,Female,Lab hold,Lab,1992
W07000056,Newport West,Wales,Ruth Jones,Ruth,Jones,Female,Lab hold,Lab,902
N06000011,Newry and Armagh,Northern Ireland,Mickey Brady,Mickey,Brady,Male,SF hold,SF,9287
E14000835,Newton Abbot,England,Anne Marie Morris,Anne Marie,Morris,Female,Con hold,Con,17501
E14000836,"Normanton, Pontefract and Castleford",England,Yvette Cooper,Yvette,Cooper,Female,Lab hold,Lab,1276
E14000861,Northampton North,England,Michael Ellis,Michael,Ellis,Male,Con hold,Con,5507
E14000862,Northampton South,England,Andrew Lewer,Andrew,Lewer,Male,Con hold,Con,4697
N06000012,North Antrim,Northern Ireland,Ian Paisley,Ian,Paisley,Male,DUP hold,DUP,12721
S14000048,North Ayrshire and Arran,Scotland,Patricia Gibson,Patricia,Gibson,Female,SNP hold,SNP,8521
E14000837,North Cornwall,England,Scott Mann,Scott,Mann,Male,Con hold,Con,14752
E14000838,North Devon,England,Selaine Saxby,Selaine,Saxby,Female,Con hold,Con,14813
E14000839,North Dorset,England,Simon Hoare,Simon,Hoare,Male,Con hold,Con,24301
N06000013,North Down,Northern Ireland,Stephen Farry,Stephen,Farry,Male,Alliance gain from Ind,Alliance,2968
E14000840,North Durham,England,Kevan Jones,Kevan,Jones,Male,Lab hold,Lab,4742
E14000841,North East Bedfordshire,England,Richard Fuller,Richard,Fuller,Male,Con hold,Con,24283
E14000842,North East Cambridgeshire,England,Stephen Barclay,Stephen,Barclay,Male,Con hold,Con,29993
E14000843,North East Derbyshire,England,Lee Rowley,Lee,Rowley,Male,Con hold,Con,12876
S14000049,North East Fife,Scotland,Wendy Chamberlain,Wendy,Chamberlain,Female,LD gain from SNP,LD,1316
E14000844,North East Hampshire,England,Ranil Jayawardena,Ranil,Jayawardena,Male,Con hold,Con,20211
E14000845,North East Hertfordshire,England,Oliver Heald,Oliver,Heald,Male,Con hold,Con,18189
E14000846,North East Somerset,England,Jacob Rees-Mogg,Jacob,Rees-Mogg,Male,Con hold,Con,14729
E14000847,North Herefordshire,England,Bill Wiggin,Bill,Wiggin,Male,Con hold,Con,24856
E14000848,North Norfolk,England,Duncan Baker,Duncan,Baker,Male,Con gain from LD,Con,14395
E14000849,North Shropshire,England,Owen Paterson,Owen,Paterson,Male,Con hold,Con,22949
E14000850,North Somerset,England,Liam Fox,Liam,Fox,Male,Con hold,Con,17536
E14000851,North Swindon,England,Justin Tomlinson,Justin,Tomlinson,Male,Con hold,Con,16171
E14000852,North Thanet,England,Roger Gale,Roger,Gale,Male,Con hold,Con,17189
E14000853,North Tyneside,England,Mary Glindon,Mary,Glindon,Female,Lab hold,Lab,9561
E14000854,North Warwickshire,England,Craig Tracey,Craig,Tracey,Male,Con hold,Con,17956
E14000855,North West Cambridgeshire,England,Shailesh Vara,Shailesh,Vara,Male,Con hold,Con,25983
E14000856,North West Durham,England,Richard Holden,Richard,Holden,Male,Con gain from Lab,Con,1144
E14000857,North West Hampshire,England,Kit Malthouse,Kit,Malthouse,Male,Con hold,Con,26308
E14000858,North West Leicestershire,England,Andrew Bridgen,Andrew,Bridgen,Male,Con hold,Con,20400
E14000859,North West Norfolk,England,James Wild,James,Wild,Male,Con hold,Con,19922
E14000860,North Wiltshire,England,James Gray,James,Gray,Male,Con hold,Con,17626
E14000863,Norwich North,England,Chloe Smith,Chloe,Smith,Female,Con hold,Con,4738
E14000864,Norwich South,England,Clive Lewis,Clive,Lewis,Male,Lab hold,Lab,12760
E14000865,Nottingham East,England,Nadia Whittome,Nadia,Whittome,Female,Lab hold,Lab,17393
E14000866,Nottingham North,England,Alex Norris,Alex,Norris,Male,Lab hold,Lab,4490
E14000867,Nottingham South,England,Lilian Greenwood,Lilian,Greenwood,Female,Lab hold,Lab,12568
E14000868,Nuneaton,England,Marcus Jones,Marcus,Jones,Male,Con hold,Con,13144
S14000050,Ochil and South Perthshire,Scotland,John Nicolson,John,Nicolson,Male,SNP gain from Con,SNP,4498
W07000074,Ogmore,Wales,Chris Elmore,Chris,Elmore,Male,Lab hold,Lab,7805
E14000869,Old Bexley and Sidcup,England,James Brokenshire,James,Brokenshire,Male,Con hold,Con,18952
E14000870,Oldham East and Saddleworth,England,Debbie Abrahams,Debbie,Abrahams,Female,Lab hold,Lab,1499
E14000871,Oldham West and Royton,England,Jim McMahon,Jim,McMahon,Male,Lab hold,Lab,11127
S14000051,Orkney and Shetland,Scotland,Alistair Carmichael,Alistair,Carmichael,Male,LD hold,LD,2507
E14000872,Orpington,England,Gareth Bacon,Gareth,Bacon,Male,Con hold,Con,22378
E14000873,Oxford East,England,Anneliese Dodds,Anneliese,Dodds,Female,Lab hold,Lab,17832
E14000874,Oxford West and Abingdon,England,Layla Moran,Layla,Moran,Female,LD hold,LD,8943
S14000052,Paisley and Renfrewshire North,Scotland,Gavin Newlands,Gavin,Newlands,Male,SNP hold,SNP,11902
S14000053,Paisley and Renfrewshire South,Scotland,Mhairi Black,Mhairi,Black,Female,SNP hold,SNP,10679
E14000875,Pendle,England,Andrew Stephenson,Andrew,Stephenson,Male,Con hold,Con,6186
E14000876,Penistone and Stocksbridge,England,Miriam Cates,Miriam,Cates,Female,Con gain from Lab,Con,7210
E14000877,Penrith and The Border,England,Neil Hudson,Neil,Hudson,Male,Con hold,Con,18519
S14000054,Perth and North Perthshire,Scotland,Pete Wishart,Pete,Wishart,Male,SNP hold,SNP,7550
E14000878,Peterborough,England,Paul Bristow,Paul,Bristow,Male,Con gain from Lab,Con,2580
E14000879,"Plymouth, Moor View",England,Johnny Mercer,Johnny,Mercer,Male,Con hold,Con,12897
E14000880,"Plymouth, Sutton and Devonport",England,Luke Pollard,Luke,Pollard,Male,Lab hold,Lab,4757
W07000075,Pontypridd,Wales,Alex Davies-Jones,Alex,Davies-Jones,Female,Lab hold,Lab,5887
E14000881,Poole,England,Robert Syms,Robert,Syms,Male,Con hold,Con,19116
E14000882,Poplar and Limehouse,England,Apsana Begum,Apsana,Begum,Female,Lab hold,Lab,28904
E14000883,Portsmouth North,England,Penny Mordaunt,Penny,Mordaunt,Female,Con hold,Con,15780
E14000884,Portsmouth South,England,Stephen Morgan,Stephen,Morgan,Male,Lab hold,Lab,5363
W07000065,Preseli Pembrokeshire,Wales,Stephen Crabb,Stephen,Crabb,Male,Con hold,Con,5062
E14000885,Preston,England,Mark Hendrick,Mark,Hendrick,Male,Lab hold,Lab,12146
E14000886,Pudsey,England,Stuart Andrew,Stuart,Andrew,Male,Con hold,Con,3517
E14000887,Putney,England,Fleur Anderson,Fleur,Anderson,Female,Lab gain from Con,Lab,4774
E14000888,Rayleigh and Wickford,England,Mark Francois,Mark,Francois,Male,Con hold,Con,31000
E14000889,Reading East,England,Mathew Rodda,Mathew,Rodda,Male,Lab hold,Lab,5924
E14000890,Reading West,England,Alok Sharma,Alok,Sharma,Male,Con hold,Con,4117
E14000891,Redcar,England,Jacob Young,Jacob,Young,Male,Con gain from Lab Coop,Con,3527
E14000892,Redditch,England,Rachel Maclean,Rachel,Maclean,Female,Con hold,Con,16036
E14000893,Reigate,England,Crispin Blunt,Crispin,Blunt,Male,Con hold,Con,18310
W07000052,Rhondda,Wales,Chris Bryant,Chris,Bryant,Male,Lab hold,Lab,11440
E14000894,Ribble Valley,England,Nigel Evans,Nigel,Evans,Male,Con hold,Con,18439
E14000896,Richmond Park,England,Sarah Olney,Sarah,Olney,Female,LD gain from Con,LD,7766
E14000895,Richmond (Yorks),England,Rishi Sunak,Rishi,Sunak,Male,Con hold,Con,27210
E14000897,Rochdale,England,Tony Lloyd,Tony,Lloyd,Male,Lab hold,Lab,9668
E14000898,Rochester and Strood,England,Kelly Tolhurst,Kelly,Tolhurst,Female,Con hold,Con,17072
E14000899,Rochford and Southend East,England,James Duddridge,James,Duddridge,Male,Con hold,Con,12286
E14000900,Romford,England,Andrew Rosindell,Andrew,Rosindell,Male,Con hold,Con,17893
E14000901,Romsey and Southampton North,England,Caroline Nokes,Caroline,Nokes,Female,Con hold,Con,10872
E14000902,Rossendale and Darwen,England,Jake Berry,Jake,Berry,Male,Con hold,Con,9522
S14000055,"Ross, Skye and Lochaber",Scotland,Ian Blackford,Ian,Blackford,Male,SNP hold,SNP,9443
E14000904,Rotherham,England,Sarah Champion,Sarah,Champion,Female,Lab hold,Lab,3121
E14000903,Rother Valley,England,Alexander Stafford,Alexander,Stafford,Male,Con gain from Lab,Con,6318
E14000905,Rugby,England,Mark Pawsey,Mark,Pawsey,Male,Con hold,Con,13447
E14000906,"Ruislip, Northwood and Pinner",England,David Simmonds,David,Simmonds,Male,Con hold,Con,16394
E14000907,Runnymede and Weybridge,England,Ben Spencer,Ben,Spencer,Male,Con hold,Con,18270
E14000908,Rushcliffe,England,Ruth Edwards,Ruth,Edwards,Female,Con hold,Con,7643
S14000056,Rutherglen and Hamilton West,Scotland,Margaret Ferrier,Margaret,Ferrier,Female,SNP gain from Lab Coop,SNP,5230
E14000909,Rutland and Melton,England,Alicia Kearns,Alicia,Kearns,Female,Con hold,Con,26924
E14000910,Saffron Walden,England,Kemi Badenoch,Kemi,Badenoch,Female,Con hold,Con,27594
E14000911,Salford and Eccles,England,Rebecca Long-Bailey,Rebecca,Long-Bailey,Female,Lab hold,Lab,16327
E14000912,Salisbury,England,John Glen,John,Glen,Male,Con hold,Con,19736
E14000913,Scarborough and Whitby,England,Robert Goodwill,Robert,Goodwill,Male,Con hold,Con,10270
E14000914,Scunthorpe,England,Holly Mumby-Croft,Holly,Mumby-Croft,Female,Con gain from Lab,Con,6451
E14000915,Sedgefield,England,Paul Howell,Paul,Howell,Male,Con gain from Lab,Con,4513
E14000916,Sefton Central,England,Bill Esterson,Bill,Esterson,Male,Lab hold,Lab,15122
E14000917,Selby and Ainsty,England,Nigel Adams,Nigel,Adams,Male,Con hold,Con,20137
E14000918,Sevenoaks,England,Laura Trott,Laura,Trott,Female,Con hold,Con,20818
E14000921,"Sheffield, Brightside and Hillsborough",England,Gill Furniss,Gill,Furniss,Female,Lab hold,Lab,12274
E14000919,Sheffield Central,England,Paul Blomfield,Paul,Blomfield,Male,Lab hold,Lab,27273
E14000922,"Sheffield, Hallam",England,Olivia Blake,Olivia,Blake,Female,Lab hold,Lab,712
E14000923,"Sheffield, Heeley",England,Louise Haigh,Louise,Haigh,Female,Lab hold,Lab,8520
E14000920,Sheffield South East,England,Clive Betts,Clive,Betts,Male,Lab hold,Lab,4289
E14000924,Sherwood,England,Mark Spencer,Mark,Spencer,Male,Con hold,Con,16186
E14000925,Shipley,England,Philip Davies,Philip,Davies,Male,Con hold,Con,6242
E14000926,Shrewsbury and Atcham,England,Daniel Kawczynski,Daniel,Kawczynski,Male,Con hold,Con,11217
E14000927,Sittingbourne and Sheppey,England,Gordon Henderson,Gordon,Henderson,Male,Con hold,Con,24479
E14000928,Skipton and Ripon,England,Julian Smith,Julian,Smith,Male,Con hold,Con,23694
E14000929,Sleaford and North Hykeham,England,Caroline Johnson,Caroline,Johnson,Female,Con hold,Con,32565
E14000930,Slough,England,Tan Dhesi,Tan,Dhesi,Male,Lab hold,Lab,13640
E14000931,Solihull,England,Julian Knight,Julian,Knight,Male,Con hold,Con,21273
E14000932,Somerton and Frome,England,David Warburton,David,Warburton,Male,Con hold,Con,19213
E14000955,"Southampton, Itchen",England,Royston Smith,Royston,Smith,Male,Con hold,Con,4498
E14000956,"Southampton, Test",England,Alan Whitehead,Alan,Whitehead,Male,Lab hold,Lab,6213
N06000014,South Antrim,Northern Ireland,Paul Girvan,Paul,Girvan,Male,DUP hold,DUP,2689
E14000933,South Basildon and East Thurrock,England,Stephen Metcalfe,Stephen,Metcalfe,Male,Con hold,Con,19922
E14000934,South Cambridgeshire,England,Anthony Browne,Anthony,Browne,Male,Con hold,Con,2904
E14000935,South Derbyshire,England,Heather Wheeler,Heather,Wheeler,Female,Con hold,Con,19335
E14000936,South Dorset,England,Richard Drax,Richard,Drax,Male,Con hold,Con,17153
N06000015,South Down,Northern Ireland,Chris Hazzard,Chris,Hazzard,Male,SF hold,SF,1620
E14000937,South East Cambridgeshire,England,Lucy Frazer,Lucy,Frazer,Female,Con hold,Con,11490
E14000938,South East Cornwall,England,Sheryll Murray,Sheryll,Murray,Female,Con hold,Con,20971
E14000957,Southend West,England,David Amess,David,Amess,Male,Con hold,Con,14459
E14000939,South Holland and The Deepings,England,John Hayes,John,Hayes,Male,Con hold,Con,30838
E14000940,South Leicestershire,England,Alberto Costa,Alberto,Costa,Male,Con hold,Con,24004
E14000941,South Norfolk,England,Richard Bacon,Richard,Bacon,Male,Con hold,Con,21275
E14000942,South Northamptonshire,England,Andrea Leadsom,Andrea,Leadsom,Female,Con hold,Con,27761
E14000958,Southport,England,Damien Moore,Damien,Moore,Male,Con hold,Con,4147
E14000943,South Ribble,England,Katherine Fletcher,Katherine,Fletcher,Female,Con hold,Con,11199
E14000944,South Shields,England,Emma Lewell-Buck,Emma,Lewell-Buck,Female,Lab hold,Lab,9585
E14000945,South Staffordshire,England,Gavin Williamson,Gavin,Williamson,Male,Con hold,Con,28250
E14000946,South Suffolk,England,James Cartlidge,James,Cartlidge,Male,Con hold,Con,22897
E14000947,South Swindon,England,Robert Buckland,Robert,Buckland,Male,Con hold,Con,6625
E14000948,South Thanet,England,Craig Mackinlay,Craig,Mackinlay,Male,Con hold,Con,10587
E14000949,South West Bedfordshire,England,Andrew Selous,Andrew,Selous,Male,Con hold,Con,18583
E14000950,South West Devon,England,Gary Streeter,Gary,Streeter,Male,Con hold,Con,21430
E14000951,South West Hertfordshire,England,Gagan Mohindra,Gagan,Mohindra,Male,Con hold,Con,14408
E14000952,South West Norfolk,England,Elizabeth Truss,Elizabeth,Truss,Female,Con hold,Con,26195
E14000953,South West Surrey,England,Jeremy Hunt,Jeremy,Hunt,Male,Con hold,Con,8817
E14000954,South West Wiltshire,England,Andrew Murrison,Andrew,Murrison,Male,Con hold,Con,21630
E14000959,Spelthorne,England,Kwasi Kwarteng,Kwasi,Kwarteng,Male,Con hold,Con,18393
E14000965,Stafford,England,Theo Clarke,Theo,Clarke,Female,Con hold,Con,14377
E14000966,Staffordshire Moorlands,England,Karen Bradley,Karen,Bradley,Female,Con hold,Con,16428
E14000960,St Albans,England,Daisy Cooper,Daisy,Cooper,Female,LD gain from Con,LD,6293
E14000967,Stalybridge and Hyde,England,Jonathan Reynolds,Jonathan,Reynolds,Male,Lab hold,Lab,2946
E14000961,St Austell and Newquay,England,Steve Double,Steve,Double,Male,Con hold,Con,16526
E14000968,Stevenage,England,Stephen McPartland,Stephen,McPartland,Male,Con hold,Con,8562
E14000962,St Helens North,England,Conor McGinn,Conor,McGinn,Male,Lab hold,Lab,12209
E14000963,St Helens South and Whiston,England,Marie Rimmer,Marie,Rimmer,Female,Lab hold,Lab,19122
S14000057,Stirling,Scotland,Alyn Smith,Alyn,Smith,Male,SNP gain from Con,SNP,9254
E14000964,St Ives,England,Derek Thomas,Derek,Thomas,Male,Con hold,Con,4280
E14000969,Stockport,England,Navendu Mishra,Navendu,Mishra,Male,Lab hold,Lab,10039
E14000970,Stockton North,England,Alex Cunningham,Alex,Cunningham,Male,Lab hold,Lab,1027
E14000971,Stockton South,England,Matt Vickers,Matt,Vickers,Male,Con gain from Lab,Con,5260
E14000972,Stoke-on-Trent Central,England,Jo Gideon,Jo,Gideon,Female,Con gain from Lab Coop,Con,670
E14000973,Stoke-on-Trent North,England,Jonathan Gullis,Jonathan,Gullis,Male,Con gain from Lab,Con,6286
E14000974,Stoke-on-Trent South,England,Jack Brereton,Jack,Brereton,Male,Con hold,Con,11271
E14000975,Stone,England,William Cash,William,Cash,Male,Con hold,Con,19945
E14000976,Stourbridge,England,Suzanne Webb,Suzanne,Webb,Female,Con hold,Con,13571
N06000016,Strangford,Northern Ireland,Jim Shannon,Jim,Shannon,Male,DUP hold,DUP,7071
E14000977,Stratford-on-Avon,England,Nadhim Zahawi,Nadhim,Zahawi,Male,Con hold,Con,19972
E14000978,Streatham,England,Bell Ribeiro-Addy,Bell,Ribeiro-Addy,Female,Lab hold,Lab,17690
E14000979,Stretford and Urmston,England,Kate Green,Kate,Green,Female,Lab hold,Lab,16417
E14000980,Stroud,England,Siobhan Baillie,Siobhan,Baillie,Female,Con gain from Lab Coop,Con,3840
E14000981,Suffolk Coastal,England,Thérèse Coffey,Thérèse,Coffey,Female,Con hold,Con,20533
E14000982,Sunderland Central,England,Julie Elliott,Julie,Elliott,Female,Lab hold,Lab,2964
E14000983,Surrey Heath,England,Michael Gove,Michael,Gove,Male,Con hold,Con,18349
E14000984,Sutton and Cheam,England,Paul Scully,Paul,Scully,Male,Con hold,Con,8351
E14000985,Sutton Coldfield,England,Andrew Mitchell,Andrew,Mitchell,Male,Con hold,Con,19272
W07000048,Swansea East,Wales,Carolyn Harris,Carolyn,Harris,Female,Lab hold,Lab,7970
W07000047,Swansea West,Wales,Geraint Davies,Geraint,Davies,Male,Lab hold,Lab,8116
E14000986,Tamworth,England,Christopher Pincher,Christopher,Pincher,Male,Con hold,Con,19634
E14000987,Tatton,England,Esther McVey,Esther,McVey,Female,Con hold,Con,17387
