,latitude,longitude,Cluster
1964,51.1605227,71.4703558,0
1965,52.2878444,76.9733453,0
1966,43.3666958,68.4094405,0
1967,49.5679727,50.8066616,0
1968,0.8554988,36.0893406,3
1969,-0.8015009,35.3027226,3
1970,0.5695252,34.5583766,3
1971,0.4346506,34.2421597,3
1973,39.1373305,-76.7294144,1
1975,1.0498237,35.4781926,3
1976,-0.6560477,37.7237678,3
1977,-0.4532293,39.6460988,3
1978,-0.6220655,34.3310364,3
1979,0.3524352,38.4849923,3
1980,-2.0980751,36.7819505,3
1981,0.307894,34.7740793,3
1982,-0.1827913,35.4781926,3
1983,-1.0313701,36.8680791,3
1984,-3.5106508,39.9093269,3
1985,-0.6590565,37.3827234,3
1986,-0.677334,34.779603,3
1987,-0.0917016,34.7679568,3
1988,-1.6832822,38.3165725,3
1989,-4.1816115,39.4605612,3
1990,0.3606063,36.7819505,3
1991,-2.2355058,40.4720004,3
1992,-1.5176837,37.2634146,3
1993,-2.2558734,37.8936663,3
1994,3.5737991,40.958688,3
1995,2.4426403,37.9784585,3
1996,0.3557174,37.8087693,3
1997,-0.9365702,34.4198243,3
1998,-3.9768291,39.7137181,3
1999,-0.7839281,37.0400339,3
2000,-1.2920659,36.8219462,3
2001,-0.3030988,36.080026,3
2002,0.1835867,35.1268781,3
2003,-1.104111,36.0893406,3
2004,7.7853051,81.4278984,2
2005,-0.5669405,34.9341234,3
2006,-0.1803855,36.5229641,3
2007,-0.0889894,34.7717912,3
2008,-0.4196915,37.0400339,3
2009,11.4098737,41.2808577,3
2010,1.2154506,36.954107,3
2011,-0.0617328,34.2421597,3
2012,-3.3160687,38.4849923,3
2013,-1.6518468,39.6518165,3
2014,-0.2964851,37.7237678,3
2015,1.0566667,34.9506625,3
2016,3.3122477,35.5657862,3
2017,0.5527638,35.3027226,3
2018,0.0767553,34.7077665,3
2019,1.6360475,40.3088626,3
2020,1.6210076,35.3905046,3
2022,0.3524262,174.7552634,6
2023,1.7429439,-157.2132826,1
2024,33.3284369,-111.9824774,1
2025,40.7202809,126.5621137,2
2026,38.8432393,127.5597067,2
2027,41.8148758,129.4581955,2
2028,38.3786085,126.4364363,2
2029,39.9255618,125.3928025,2
2030,39.0392193,125.7625241,2
2031,42.2569063,130.2977186,2
2032,41.2318921,128.5076359,2
2033,40.3725339,128.298884,2
2034,38.2007215,125.4781926,2
2035,39.3539178,126.168271,2
2036,35.1795543,129.0756416,2
2037,35.8714354,128.601445,2
2038,36.3504119,127.3845475,2
2039,37.8228,128.1555,2
2040,35.1595454,126.8526012,2
2041,37.4138,127.5183,2
2042,37.4562557,126.7052062,2
2043,33.9568278,-84.13135,1
2044,36.8,127.7,2
2045,36.4919,128.8889,2
2046,35.7175,127.153,2
2047,34.0523323,-118.3084897,1
2048,37.566535,126.9779692,2
2049,36.5184,126.8,2
2050,35.4606,128.2132,2
2051,34.8679,126.991,2
2052,35.5383773,129.3113596,2
2053,42.4375756,20.3785438,4
2054,42.4635206,21.4694011,4
2055,42.8913909,20.8659995,4
2056,42.6592155,20.2887624,4
2057,42.6629138,21.1655028,4
2058,42.2152522,20.7414772,4
2059,42.3701844,21.1483281,4
2060,28.5745125,48.1024743,0
2061,29.273357,47.9400154,0
2062,29.9931831,47.7634731,0
2063,26.2285161,50.5860497,0
2064,29.3056716,48.0307613,0
2065,29.21224,48.0605108,0
2066,39.9721425,69.8597406,0
2067,42.8746212,74.5697617,0
2068,42.5655,74.4056612,0
2069,42.1859428,77.5619419,0
2070,41.106808,72.8988069,0
2071,41.2943227,75.3412179,0
2072,36.0631399,-95.9182895,1
2073,39.8407366,72.8988069,0
2074,42.2867339,72.5204827,0
2075,14.93634,107.1011931,2
2076,20.2872662,100.7097867,2
2077,18.4362924,104.4723301,2
2078,14.6578664,105.9699878,2
2079,20.3254175,104.1001326,2
2080,17.6384066,105.2194808,2
2081,20.9170187,101.1617356,2
2082,20.0656229,102.6216211,2
2083,20.4921929,101.8891721,2
2084,21.5919377,102.2547919,2
2085,19.3907886,101.5248055,2
2086,15.8171073,106.2522143,2
2087,16.5065381,105.5943388,2
2088,15.5767446,107.0067031,2
2089,18.110541,102.5298028,2
2090,18.5705063,102.6216211,2
2092,18.4362924,104.4723301,2
2093,19.6093003,103.7289167,2
2094,56.1089006,27.1286227,4
2095,56.646108,25.2370854,4
2096,56.7182596,21.6072759,4
2097,56.1613037,25.7484827,4
2098,57.767136,24.8770839,4
2099,56.9828531,21.5555919,4
2100,57.4254485,27.0424968,4
2101,56.9938726,25.2627675,4
2102,57.5392697,26.6941649,4
2103,56.460168,22.9054781,4
2104,56.954155,23.945399,4
2105,56.74246,24.3911544,4
2106,56.9458468,27.6441066,4
2107,57.132624,27.2646685,4
2108,56.4101868,24.2000689,4
2109,57.5197109,25.6073654,4
2110,56.7347541,22.6357371,4
2111,57.6949004,25.2764777,4
2112,57.1024121,24.2108662,4
2113,57.3102897,25.2676125,4
2114,56.9679264,26.3083172,4
2115,56.6102344,27.8696598,4
2116,56.0956089,27.532459,4
2117,55.874736,26.536179,4
2118,55.8991783,26.6102012,4
2119,56.626305,23.2809066,4
2120,57.5049167,22.3505114,4
2121,56.6279857,21.4916245,4
2122,57.16235,23.2196634,4
2123,56.9237065,25.6753852,4
2124,57.0190387,24.3826181,4
2125,56.539632,21.166892,4
2126,57.2155645,26.6452955,4
2127,56.5986793,24.1996272,4
2128,56.8373667,24.4974745,4
2129,55.9782547,26.2965088,4
2130,57.0994342,24.685557,4
2131,56.5283659,25.3921443,4
2132,57.1433471,25.9951888,4
2133,56.7314194,23.0125616,4
2134,56.501455,25.878299,4
2135,56.291932,25.9812017,4
2136,56.6511091,23.7213541,4
2137,56.5895689,23.6610481,4
2138,56.947079,23.6168485,4
2139,57.0340673,22.7801813,4
2140,56.7645842,27.7358295,4
2141,56.7475357,24.7173645,4
2142,56.8064351,24.1939493,4
2143,57.5226292,25.3349507,4
2144,56.720556,25.4893909,4
2145,55.8951464,27.1814577,4
2146,57.1791273,24.7140127,4
2147,56.5415578,26.2446397,4
2148,56.9687257,21.9613739,4
2149,56.7392976,24.9711618,4
2150,56.5046678,21.010806,4
2151,57.1944204,25.0940681,4
2152,57.5403227,24.7134451,4
2153,56.3550942,26.172519,4
2154,56.8999269,26.7198789,4
2155,56.545959,27.7143199,4
2156,56.8598923,26.2276201,4
2157,57.0084119,24.9574278,4
2158,56.8965717,24.0460049,4
2159,57.9267749,25.0669895,4
2160,57.3306881,23.1023707,4
2161,57.9295361,25.5119266,4
2162,56.1986655,25.3252969,4
2163,56.3464983,21.065493,4
2164,56.8147355,24.6044555,4
2165,56.7952353,24.0153589,4
2166,56.6756305,23.8994816,4
2167,57.3648122,24.9822045,4
2168,56.8865424,21.1946849,4
2169,56.6177313,25.7194043,4
2170,56.1511157,26.7439767,4
2171,56.4179413,21.5503336,4
2172,57.3617138,25.4410423,4
2173,57.331693,25.6100339,4
2174,56.5099223,27.3331357,4
2175,56.3273638,27.3284331,4
2176,56.343619,26.8018138,4
2177,56.9496487,24.1051865,4
2178,57.5046713,22.8012164,4
2179,56.9615786,24.6010476,4
2180,56.1593124,21.1618121,4
2181,57.0056023,27.1317203,4
2182,57.8937291,25.3391008,4
2183,56.409721,24.0124139,4
2184,59.9679613,16.4978217,4
2185,57.7580883,24.3543181,4
2186,56.8608152,24.3497881,4
2187,56.6665088,22.4935493,4
2188,57.2579418,24.4183146,4
2189,57.2006995,24.5922821,4
2190,57.1055092,24.8314259,4
2191,56.6761391,25.0978849,4
2192,56.6643458,22.0045729,4
2193,57.4230332,25.900278,4
2194,56.936449,24.2872949,4
2195,57.6225471,25.8048086,4
2196,57.3415208,22.5713125,4
2197,56.4119201,23.3188332,4
2198,56.9672868,23.1524379,4
2199,56.4154271,21.8513984,4
2200,57.77439,26.017005,4
2201,57.5384659,25.4263618,4
2202,56.6688006,26.5636414,4
2203,56.2465744,26.5664371,4
2204,57.0603356,25.8161592,4
2205,56.6062337,24.5221891,4
2206,57.3937216,21.5647066,4
2207,57.2833682,21.8587558,4
2208,56.3113085,25.5070464,4
2209,57.1722263,27.6673188,4
2210,56.5456171,26.9167927,4
2211,56.3018985,28.133959,4
2212,34.5328763,36.1328132,0
2213,34.2658556,36.3498097,0
2214,33.8886106,35.4954772,0
2215,33.8462662,35.9019489,0
2216,33.8100858,35.5973139,0
2218,34.4380625,35.8308233,0
2219,33.2721479,35.2032778,0
2220,41.3661614,-81.8543026,1
2221,-28.7653754,28.2468148,3
2222,-28.8638065,28.0478826,3
2223,-29.8041008,27.5026174,3
2224,-29.516565,27.8311428,3
2225,-30.1425917,27.4673845,3
2226,-29.2573193,28.9528645,3
2227,-30.1114565,28.678979,3
2228,-30.4015687,27.7080133,3
2229,-29.5238975,28.6089752,3
2230,6.7562926,-10.8451467,3
2231,6.8295019,-9.3673084,3
2232,7.4952637,-10.0807298,3
2233,6.2308452,-9.8124935,3
2234,7.0467758,-11.0711758,3
2235,5.9222078,-8.2212979,3
2236,4.7613862,-8.2212979,3
2237,8.1911184,-9.7232673,3
2238,6.5151875,-10.3048897,3
2239,39.0457549,-76.6412712,1
2240,6.5525815,-10.5296115,3
2241,7.6166667,-8.4166667,3
2242,5.9025328,-9.456155,3
2243,5.2604894,-7.87216,3
2244,5.49871,-8.6600586,3
2245,29.0466808,21.8568586,4
2246,32.1194242,20.0867909,4
2247,32.755613,22.6377432,4
2248,24.9640371,10.1759285,4
2249,23.1856081,57.3713879,0
2250,30.2638032,12.8054753,4
2251,32.4525904,12.9435536,4
2252,27.9835135,16.912251,4
2253,23.3112389,21.8568586,3
2254,32.0550363,21.1891151,4
2255,32.3255884,15.0992556,4
2256,32.4599677,14.1001326,4
2257,25.9182262,13.9260001,4
2258,31.8742348,10.9750484,4
2259,32.6914909,11.8891721,4
2260,27.0365406,14.4290236,4
2261,31.189689,16.5701927,4
2262,32.6408021,13.2663479,4
2263,26.4225926,12.6216211,4
2264,27.7351468,12.4380581,4
2265,32.7630282,12.7364962,4
2266,42.0528357,-88.0366848,1
2267,40.7669574,-73.9522821,1
2268,47.213249,9.5025195,4
2269,47.2189285,9.541735,4
2270,40.6650576,-73.504798,1
2271,47.2529222,9.5402127,4
2272,47.120434,9.5941602,4
2273,47.230966,9.5467843,4
2274,47.1097988,9.5248296,4
2275,47.1224511,9.5701985,4
2276,47.1410303,9.5209277,4
2277,56.2455029,22.7471169,4
2278,54.3962938,24.0458761,4
2279,54.2000214,24.1512634,4
2280,54.3297496,24.1960931,4
2281,54.5669664,24.0093098,4
2282,56.2017719,24.7560118,4
2283,53.9933685,24.0342438,4
2284,54.7653934,24.7740583,4
2285,55.4090342,26.3284893,4
2286,55.0727242,24.2793337,4
2287,56.236073,23.6136579,4
2288,55.077407,22.7419569,4
2289,54.8588669,24.4277929,4
2290,54.3761674,23.1920321,4
2291,54.9145326,23.9053518,4
2292,54.9872863,23.9525736,4
2293,54.9936236,23.6324941,4
2294,54.7807526,23.4840243,4
2295,55.3560947,23.9832683,4
2296,55.6266352,22.878172,4
2297,55.7032948,21.1442795,4
2298,55.6519744,21.3743956,4
2299,55.6841615,21.4416464,4
2300,55.883842,21.2350919,4
2301,55.8428741,25.0295816,4
2302,54.2343267,23.5156505,4
2303,54.7819971,23.1341365,4
2304,54.5711094,23.4859371,4
2305,56.3092439,22.341468,4
2306,55.2265309,25.4180011,4
2307,55.4572403,21.0839005,4
2308,55.172132,21.9683614,4
2309,56.0732605,23.9389906,4
2310,55.920198,21.0677614,4
2311,55.7347915,24.3574774,4
2312,55.9748049,25.0794767,4
2313,55.6166728,24.3142283,4
2314,56.0604619,24.396291,4
2315,55.910784,21.8454069,4
2316,54.638358,23.9468009,4
2317,55.8108399,23.546487,4
2318,55.3819499,23.1156129,4
2319,55.7021719,21.9986564,4
2320,55.9555039,25.5859249,4
2321,54.952671,23.0480199,4
2322,54.309767,25.387564,4
2323,55.9349085,23.3136823,4
2324,55.9985751,23.1380051,4
2325,55.9721456,23.0332371,4
2326,55.49268,22.1845559,4
2327,55.350414,21.4659859,4
2328,55.043102,24.956981,4
2329,56.2702169,21.5214331,4
2330,55.1028098,26.0071855,4
2331,55.3072586,22.3572939,4
2332,55.250366,22.29095,4
2333,56.1026616,22.1113915,4
2334,55.9175215,22.345184,4
2335,54.6379113,24.9346894,4
2336,55.245265,24.7760749,4
2337,55.5318969,25.7904699,4
2338,55.5084614,25.6832642,4
2339,54.220333,24.578997,4
2340,54.651945,23.035155,4
2341,54.6710761,25.2878721,4
2342,54.8086502,25.2182139,4
2343,54.7732578,25.5867113,4
2344,55.594118,26.4307954,4
2345,55.7309609,26.245295,4
2346,49.6403931,5.9553846,4
2347,50.0546313,6.0285875,4
2348,49.8671784,6.1595633,4
2349,49.8114133,6.4175635,4
2350,49.5008805,5.9860925,4
2351,49.680841,6.4407593,4
2352,49.6301025,6.1520185,4
2353,49.7542906,6.1292185,4
2354,49.76455,5.88948,4
2355,49.545017,6.3674222,4
2356,49.9341924,6.2019917,4
2357,49.96622,5.9324306,4
2358,49.867172,6.1596362,4
2359,49.680851,6.4407524,4
2360,49.5953706,6.1333178,4
2361,41.9464363,21.4931713,4
2362,42.0247381,21.5766407,4
2363,41.6661929,22.762883,4
2364,41.0363302,21.3321974,4
2365,41.1869616,22.5960268,4
2366,41.9236371,20.9163887,4
2367,41.4904864,22.7867174,4
2368,41.9681482,20.9819586,4
2369,42.0895068,21.463361,4
2370,41.9930355,21.4365318,4
2371,41.647438,21.6914115,4
2372,41.9698934,21.4216267,4
2373,41.4652259,20.5930548,4
2374,41.8639316,22.262246,4
2375,42.1483946,21.4037407,4
2376,41.3584077,20.8552919,4
2377,41.9684387,22.762883,4
2378,41.227083,21.1414226,4
2379,41.3795538,22.2145571,4
2380,41.2436672,22.6913764,4
2381,41.4640935,21.4037407,4
2382,41.4408153,20.9268201,4
2383,42.0162961,21.4991334,4
2384,41.2118606,22.3814624,4
2385,42.0606374,21.3202736,4
2386,41.8025541,20.9089378,4
2387,41.5991608,21.8807064,4
2388,41.9981294,21.4254355,4
2389,41.9957443,21.5676975,4
2390,42.074072,21.1220478,4
2391,41.8180159,22.2324758,4
2392,41.9709661,21.3918168,4
2393,41.2890068,21.9999435,4
2394,41.5129112,20.9525065,4
2395,41.92748,21.4931713,4
2396,41.9858374,22.4053046,4
2397,41.5171011,22.3814624,4
2398,42.0537141,22.0714835,4
2399,42.2058454,22.3307965,4
2400,41.3082306,21.3679689,4
2401,41.3769331,21.2606554,4
2402,42.0732613,21.7853143,4
2403,42.2006626,21.6183755,4
2404,41.7818139,21.9000827,4
2405,42.0694604,22.548349,4
2406,41.5133088,21.2174329,4
2407,41.6092427,20.6012488,4
2408,41.1479645,21.4514369,4
2409,41.4989985,22.0953297,4
2410,41.0442661,21.4588894,4
2411,41.432558,22.8820489,4
2412,41.0682088,20.7599266,4
2413,41.5758391,21.022196,4
2414,41.7737132,22.8820489,4
2415,41.9029897,21.689921,4
2416,41.4546349,21.1056539,4
2417,41.2693142,21.7137694,4
2418,41.9589146,22.166867,4
2419,41.6495531,22.4768287,4
2420,42.1808141,22.0953297,4
2421,40.9368093,21.0460407,4
2422,41.4848006,21.8807064,4
2423,41.9869496,21.2606554,4
2424,41.8638492,21.3083499,4
2425,42.2191692,21.9045541,4
2426,41.7079297,22.1907122,4
2427,41.3173744,20.6645683,4
2428,41.4378004,22.6427428,4
2429,41.9225639,21.5363965,4
2430,42.0290416,21.4097027,4
2431,41.8980312,21.9999435,4
2432,42.0777511,21.0534923,4
2433,42.027486,20.9506636,4
2434,41.3211909,22.5006693,4
2435,41.4741699,22.6422128,4
2436,41.7274426,21.7137694,4
2437,41.2407543,20.5915649,4
2438,41.857102,22.5721881,4
2439,41.4829087,21.0579632,4
2440,41.879116,20.83145,4
2441,41.6030328,20.8791343,4
2442,41.8733812,21.602725,4
2443,41.9006531,21.1175767,4
2444,41.8228221,22.4172256,4
2445,-18.7051474,46.8252838,3
2446,-13.771539,49.5279996,3
2447,-22.353624,46.8252838,3
2448,-16.523883,46.516262,3
2449,-18.1442811,49.3957836,3
2450,-23.3516191,43.6854936,3
2451,-15.0506595,35.0828588,3
2452,-15.6778541,34.9506625,3
2454,-16.1958446,34.7740793,3
2455,-15.7423151,35.2587964,3
2456,-9.7037655,33.2700253,3
2457,-14.1894585,34.2421597,3
2458,-13.6041256,33.8857747,3
2459,-9.9036365,33.9750018,3
2460,-13.1367065,33.258793,3
2461,-12.0584005,34.7354031,3
2462,-14.0475228,33.617577,3
2463,-14.9407263,35.4781926,3
2464,-14.1388248,35.0388164,3
2465,-13.7401525,32.9888319,3
2466,-15.9346434,35.5220012,3
2467,-2.4671197,32.8986812,3
2468,-11.7475452,33.5280072,3
2469,-11.7185042,34.3310364,3
2470,-12.7541961,34.2421597,3
2472,-16.7288202,35.1708741,3
2473,-14.9037538,34.7740793,3
2474,-13.2841992,33.8857747,3
2475,-15.7092038,35.6532848,3
2476,-10.7851537,34.3310364,3
2477,-13.6809586,34.4198243,3
2478,32.7504957,-97.3315476,1
2479,-16.1299177,35.1268781,3
2480,-15.3765857,35.3356518,3
2481,1.4853682,103.7618154,2
2482,6.1183964,100.3684595,2
2483,6.1253969,102.238071,2
2484,3.139003,101.686855,2
2485,5.2831456,115.230825,2
2486,2.189594,102.2500868,2
2487,2.7258058,101.9423782,2
2488,3.8126318,103.3256204,2
2489,5.4163935,100.3326786,2
2490,4.5921126,101.090109,2
2491,29.9227094,-90.1228559,1
2492,2.926361,101.696445,2
2493,5.9788398,116.0753199,2
2494,1.5532783,110.3592127,2
2495,3.0738379,101.5183469,2
2496,5.3116916,103.1324154,2
2497,-0.6300995,73.1585626,2
2498,4.085,72.8515479,2
2499,3.6543302,72.8042797,2
2501,2.8468502,72.9460566,2
2502,3.2309409,72.9460566,2
2503,0.6124813,73.323708,2
2504,0.358804,73.1821623,2
2505,-0.3006425,73.4239143,2
2506,6.9903488,72.9460566,2
2507,6.5782717,72.9460566,2
2508,4.4558979,73.5594128,2
2509,1.9430737,73.4180211,2
2510,5.3747021,73.5122928,2
2511,46.3488867,10.9072489,4
2512,3.0090345,73.5122928,2
2513,5.8551276,73.323708,2
2515,8.8855027,80.2767327,2
2516,5.6006457,72.9460566,2
2517,6.17511,73.1349605,2
2518,7.2564996,80.7214417,2
2519,-21.7482006,166.1783739,6
2520,2.4311161,73.1821623,2
2521,0.2307,73.2794846,2
2522,3.3955438,73.5122928,2
2523,12.6392316,-8.0028892,3
2524,16.9066332,1.5208624,3
2525,14.0818308,-9.9018131,3
2526,18.7986832,1.8318334,3
2527,13.8018074,-7.4381355,3
2528,15.9156421,2.396174,3
2529,14.6338039,-3.4195527,3
2530,13.8394456,-6.0679194,3
2531,10.8905186,-7.4381355,3
2532,22.6764132,-3.9789143,4
2533,21.0526706,-3.743509,4
2534,35.8904967,14.4199322,4
2535,35.8957414,14.4534065,4
2536,35.8879214,14.522562,4
2537,35.8954706,14.4665072,4
2538,35.8135989,14.5247463,4
2539,35.8806753,14.5218338,4
2540,35.8627309,14.3850107,4
2541,35.8738269,14.5232901,4
2542,45.4952185,-73.7139576,1
2543,34.0922335,-117.435048,1
2544,36.0247966,14.2802961,4
2545,36.068909,14.2018098,4
2546,35.9220569,14.4563176,4
2547,36.0668075,14.2192475,4
2548,35.8440359,14.516009,4
2549,35.8469803,14.502904,4
2550,35.905897,14.4953338,4
2551,35.8861237,14.4883442,4
2552,35.9098774,14.4577732,4
2553,35.8914242,14.5320278,4
2554,36.0447939,14.2250605,4
2555,35.8437862,14.4854324,4
2556,49.180076,-123.103317,1
2557,35.8582865,14.4868883,4
2558,34.0319587,-118.4455535,1
2559,35.860364,14.5567876,4
2560,35.8411699,14.5393097,4
2561,35.888093,14.4068357,4
2562,35.9523529,14.3500975,4
2563,35.9189327,14.3617343,4
2564,35.9141504,14.4228427,4
2565,35.8444143,14.4694186,4
2566,35.8956388,14.4868883,4
2567,35.8895125,14.3951953,4
2568,36.0288058,14.2250605,4
2569,36.0447019,14.2919273,4
2570,35.9317518,14.4315746,4
2571,38.5722353,-94.8791294,1
2572,34.6801626,-79.1950373,1
2573,42.21862,-83.734647,1
2574,36.0388628,14.318101,4
2575,35.8764388,14.4694186,4
2576,35.8328488,14.4548621,4
2577,33.9715904,-6.8498129,4
2578,38.9578056,-95.2565689,1
2579,35.9077365,14.4752416,4
2580,36.0192643,14.2599437,4
2581,35.856142,14.50436,4
2582,35.8902201,14.4766974,4
2583,35.8873041,14.5167371,4
2584,35.8463742,14.4315746,4
2585,35.9110081,14.502904,4
2586,42.2122513,-85.8917127,1
2587,35.936017,14.3966503,4
2588,35.9191182,14.4694186,4
2589,35.8991448,14.4963519,4
2590,35.8672552,14.5116405,4
2591,35.8989085,14.5145528,4
2592,28.8052674,-97.0035982,1
2593,36.050845,14.267482,4
2594,36.0299236,14.2599437,4
2595,35.8868282,14.5472391,4
2596,35.8724715,14.5451354,4
2597,36.0716403,14.245408,4
2598,35.8764648,14.439084,4
2599,35.8548714,14.5363969,4
2600,35.8216306,14.4810648,4
2601,8.136146,164.8867956,6
2602,10.2763276,170.5500937,6
2603,19.8652176,-12.8054753,4
2604,16.7759558,-11.5248055,3
2605,17.2317561,-13.1740348,3
2606,20.5985588,-16.2522143,4
2607,15.9717357,-12.6216211,3
2608,15.2557331,-12.2547919,3
2609,18.6737026,-7.092877,3
2610,16.6912149,-9.5450974,3
2611,20.0280561,-15.4068079,4
2612,18.1130205,-15.8994956,3
2613,18.1511357,-15.993491,3
2614,17.9709288,-15.9464874,3
2615,18.5467527,-9.9018131,3
2616,24.5773764,-9.9018131,4
2617,17.8664964,-14.6587821,3
2618,-10.4,56.6166667,3
2619,-20.2230305,57.468383,3
2620,-16.583333,59.616667,3
2621,-20.3170872,57.5265289,3
2622,-20.2257836,57.7119274,3
2623,-20.3851546,57.6665742,3
2624,-20.2399782,57.575926,3
2625,-20.1136008,57.575926,3
2626,-20.3054872,57.4853561,3
2627,-20.1608912,57.5012222,3
2628,-20.1608912,57.5012222,3
2629,-20.2674718,57.4796981,3
2630,-20.0560983,57.6552389,3
2631,-20.3708492,57.3948649,3
2632,-19.7245385,63.4272185,3
2633,-20.473953,57.4853561,3
2634,-20.2984026,57.4938355,3
2635,21.8852562,-102.2915677,1
2636,30.8406338,-115.2837585,1
2637,26.0444446,-111.6660725,1
2638,19.8301251,-90.5349087,1
2639,16.7569318,-93.1292353,1
2640,28.6329957,-106.0691004,1
2641,27.058676,-101.7068294,1
2642,19.2452342,-103.7240868,1
2643,37.27528,-107.8800667,1
2644,21.0190145,-101.2573586,1
2645,17.4391926,-99.5450974,1
2646,26.1003547,-98.2630684,1
2647,20.6595382,-103.3494376,1
2648,23.634501,-102.552784,1
2649,19.4326077,-99.133208,1
2650,19.5665192,-101.7068294,1
2651,18.6813049,-99.1013498,1
2652,21.7513844,-104.8454619,1
2653,25.592172,-99.9961947,1
2654,17.0731842,-96.7265889,1
2655,19.0414398,-98.2062727,1
2656,20.5887932,-100.3898881,1
2657,19.1817393,-88.4791376,1
2658,22.1564699,-100.9855409,1
2659,25.1721091,-107.4795173,1
2660,37.9829496,-120.3821724,1
2661,17.8409173,-92.6189273,1
2662,24.26694,-98.8362755,1
2663,19.318154,-98.2374954,1
2664,19.173773,-96.1342241,1
2665,20.7098786,-89.0943377,1
2666,22.7708555,-102.5832426,1
2667,7.1386759,151.5593065,6
2668,5.3095618,162.9814877,6
2669,6.8541254,158.2623822,6
2670,8.671649,142.8439335,6
2671,46.8795663,29.2312175,4
2672,47.7539947,27.9184148,4
2673,46.423706,28.8935492,4
2674,46.8227551,29.4620101,4
2675,48.3632022,27.0750398,4
2676,45.8939404,28.1890275,4
2677,47.286946,28.274531,4
2678,46.2771742,28.2009653,4
2679,46.6554715,29.4091222,4
2680,47.0104529,28.8638102,4
2681,46.5250851,28.7721835,4
2682,47.2136114,29.1557519,4
2683,48.2338305,27.5998087,4
2684,48.0797788,27.8604114,4
2685,47.2643942,29.1550348,4
2686,48.1678991,27.2936143,4
2687,47.5647725,27.7265593,4
2688,47.8667849,28.3391864,4
2689,46.0979435,28.6384645,4
2690,47.7790156,27.516801,4
2691,46.8281147,28.5850889,4
2692,46.863086,28.8234218,4
2693,47.0751349,28.1768155,4
2694,48.4110435,27.4768092,4
2695,47.38604,28.8303082,4
2696,47.7180447,28.8871024,4
2697,47.9070153,27.5374996,4
2698,47.6389134,28.1371816,4
2699,47.8147389,28.7889586,4
2700,48.1549743,28.2870783,4
2701,46.5540488,29.702242,4
2702,47.1450267,28.6136736,4
2703,45.898651,28.6671644,4
2704,47.4983962,28.3676019,4
2705,47.2152972,29.4638054,4
2706,47.2305767,27.7892661,4
2707,43.7327465,7.4137276,4
2708,43.7350665,7.419906,4
2709,43.7364927,7.4153383,4
2710,47.8971101,100.7240165,2
2711,48.3983254,89.6625915,2
2712,45.1526707,100.1073667,2
2713,48.9690913,102.8831723,2
2714,49.4648434,105.9745919,2
2715,47.4658154,115.392712,2
2716,43.9653889,109.1773459,2
2717,45.5822786,106.7644209,2
2718,45.4511227,95.8505766,2
2719,46.4762754,108.5570627,2
2720,47.6081209,109.9372856,2
2721,47.1129654,92.3110752,2
2722,50.2204484,100.3213768,2
2723,43.500024,104.2861116,2
2724,49.004705,104.3016527,2
2725,45.7624392,103.0917032,2
2726,50.0059273,106.4434108,2
2727,46.5653163,113.5380836,2
2728,47.2124056,106.41541,2
2729,49.6449707,93.2736576,2
2730,48.2388147,96.0703019,2
2731,42.7362477,19.7859556,4
2732,42.1278119,19.140438,4
2733,42.8257289,19.9020509,4
2734,43.0846526,19.7115472,4
2735,42.314072,18.8313832,4
2736,42.58357,19.140438,4
2737,42.5563455,19.8306051,4
2738,42.7601916,19.4259114,4
2739,42.5740261,18.6413145,4
2740,42.9688018,19.5211063,4
2741,42.7997184,18.7600963,4
2742,42.3930959,18.9115964,4
2743,42.935348,20.0211449,4
2744,42.6001337,19.9407541,4
2745,43.2723383,19.2831531,4
2746,43.1593384,18.8551484,4
2747,42.3693834,19.2831531,4
2748,42.8408389,20.1670628,4
2749,42.9603756,19.140438,4
2750,42.42348,18.7185184,4
2751,41.9652795,19.3069432,4
2752,43.1555152,19.1226018,4
2753,31.2956729,-7.87216,4
2754,35.2445589,-3.9317468,4
2755,22.5521538,-14.3297353,4
2756,28.1402395,-9.7232673,4
2757,32.004262,-6.5783387,4
2758,33.6189698,-7.1305536,4
2759,32.5719184,-6.0679194,4
2760,32.342443,-6.375799,4
2761,34.8840876,-2.341887,4
2762,26.1252493,-14.4847347,4
2763,33.3625159,-4.7303397,4
2764,33.2160872,-7.4381355,4
2765,35.018172,-5.1432068,4
2766,31.5383581,-8.7646388,4
2767,22.7337892,-14.2861116,4
2768,31.1499538,-5.3939551,4
2769,33.685735,-5.3677844,4
2770,33.2316326,-8.5007116,4
2771,31.9051275,-4.7277528,4
2772,26.741856,-11.6783671,4
2773,31.5084926,-9.7595041,4
2774,35.7601992,-5.6668306,4
2775,34.062529,-4.7277528,4
2776,32.1092613,-1.229806,4
2777,28.9883659,-10.0527498,4
2778,28.4844281,-10.0807298,4
2779,33.5228062,-5.1109552,4
2780,30.3509098,-9.389511,4
2781,34.3061791,-2.1794136,4
2782,32.0522767,-7.3516558,4
2783,34.2540503,-6.5890166,4
2784,33.8153704,-6.0573302,4
2785,32.9340471,-5.661571,4
2786,32.886023,-6.9208655,4
2787,27.1500384,-13.1990758,4
2788,27.8683194,-11.9804613,4
2789,35.1744271,-6.1473964,4
2790,31.7330833,-8.1338558,4
2791,33.4540939,-7.516602,4
2792,34.0874479,-5.1784019,4
2793,34.9171926,-2.8577105,4
2794,33.3670393,-7.5732537,4
2795,37.069683,-94.512277,1
